CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Male,HasCrCard,IsActiveMember
0.6584317937701396,0.3863636363636364,0.6000000000000001,0.0,0.3333333333333333,0.8902179658157354,0.0,0.0,1.0,1.0,0,1
0.4865735767991406,0.5,0.7000000000000001,0.5389832841948632,0.3333333333333333,0.05049427220299538,0.0,1.0,0.0,0.0,1,0
0.6584317937701396,0.27272727272727276,0.7000000000000001,0.4246520665759572,0.3333333333333333,0.7826640444162417,0.0,1.0,0.0,1.0,0,0
0.5896885069817401,0.3636363636363636,0.9,0.5640587117884842,0.3333333333333333,0.8941941955456746,0.0,1.0,0.0,1.0,1,0
0.7013963480128893,0.24999999999999994,0.9,0.0,0.3333333333333333,0.0161176392345469,1.0,0.0,0.0,0.0,0,1
0.3748657357679914,0.1363636363636363,0.30000000000000004,0.4813167264264964,0.0,0.42943821134918386,0.0,0.0,1.0,1.0,1,0
0.7121374865735768,0.5909090909090908,0.30000000000000004,0.4594546795982139,0.0,0.13666330134527846,1.0,0.0,0.0,0.0,1,0
0.426423200859291,0.6818181818181817,0.30000000000000004,0.3827654849103703,0.0,0.3000580555443045,1.0,0.0,0.0,1.0,1,0
0.44790547798066593,0.5227272727272727,0.6000000000000001,0.0,0.0,0.3258265164323193,1.0,0.0,0.0,0.0,1,0
0.9441460794844254,0.9545454545454546,0.8,0.5631592940504111,0.6666666666666667,0.7652459809911846,0.0,1.0,0.0,1.0,0,0
0.39205155746509135,0.6818181818181817,0.30000000000000004,0.0,0.0,0.27678078256473493,1.0,0.0,0.0,0.0,1,0
0.3598281417830289,0.3409090909090909,0.5,0.591186763269023,0.0,0.0545548099843535,1.0,0.0,0.0,1.0,0,1
0.3856068743286789,0.20454545454545453,0.6000000000000001,0.0,0.0,0.03904462876204677,1.0,0.0,0.0,0.0,0,0
0.7980665950590762,0.5454545454545454,0.9,0.0,0.3333333333333333,0.17832623015497978,1.0,0.0,0.0,0.0,1,0
0.748657357679914,0.3181818181818182,0.5,0.0,0.3333333333333333,0.658130651477216,0.0,0.0,1.0,0.0,1,0
0.832438238453276,0.659090909090909,0.9,0.6390728190682433,0.0,0.08830943355090409,1.0,0.0,0.0,1.0,0,1
0.5230934479054778,0.75,1.0,0.4835843363638606,0.3333333333333333,0.06309117520723229,0.0,1.0,0.0,0.0,0,0
0.4178302900107411,0.6136363636363635,0.2,0.0,0.3333333333333333,0.0575195431163676,1.0,0.0,0.0,0.0,0,0
0.6262083780880774,0.3636363636363636,0.1,0.2646740878592826,0.0,0.20319055469797362,1.0,0.0,0.0,0.0,1,1
0.0569280343716434,0.24999999999999994,0.0,0.2504206595344153,0.3333333333333333,0.26738368514193106,1.0,0.0,0.0,1.0,1,1
0.34908700322234165,0.7045454545454546,0.8,0.5098324342092347,0.3333333333333333,0.23257156058403575,0.0,1.0,0.0,1.0,1,0
0.7357679914070892,0.29545454545454547,0.30000000000000004,0.34703769777248444,0.3333333333333333,0.30103339868957485,0.0,1.0,0.0,0.0,1,0
0.7250268528464017,0.5,0.6000000000000001,0.3740759794680561,0.3333333333333333,0.7644348535285119,0.0,1.0,0.0,0.0,0,1
0.24812030075187974,0.7272727272727273,0.5,0.0,1.0,0.4193138944769226,0.0,0.0,1.0,0.0,1,1
0.6498388829215898,0.3636363636363636,0.9,0.5263464251238613,0.0,0.9946862925409375,1.0,0.0,0.0,0.0,1,0
0.7873254564983887,0.6818181818181817,0.4,0.0,0.0,0.1507817996618677,1.0,0.0,0.0,0.0,0,1
0.3856068743286789,0.3409090909090909,0.4,0.5702741367880103,0.0,0.315822261025928,1.0,0.0,0.0,0.0,1,0
0.3447905477980666,0.7954545454545454,0.5,0.4799812121068734,0.0,0.9030197383850157,0.0,1.0,0.0,1.0,1,0
0.37916219119226646,0.3636363636363636,0.4,0.3571570177571346,0.3333333333333333,0.1460428970966727,0.0,0.0,1.0,1.0,1,1
0.4006444683136412,0.4318181818181818,0.9,0.5855715793223438,0.6666666666666667,0.5207550821103415,0.0,1.0,0.0,1.0,1,0
0.9871106337271751,0.0,0.2,0.6752870409848567,0.0,0.7296931856992342,1.0,0.0,0.0,1.0,0,0
0.5531686358754027,0.4090909090909091,0.6000000000000001,0.0,0.3333333333333333,0.4896818146132955,0.0,0.0,1.0,0.0,1,1
0.2975295381310419,0.3181818181818182,0.4,0.0,0.3333333333333333,0.8392623495543823,0.0,0.0,1.0,1.0,1,0
0.4092373791621913,0.6363636363636362,0.1,0.0,0.3333333333333333,0.32996491164906244,1.0,0.0,0.0,1.0,1,1
0.7400644468313642,0.4090909090909091,0.8,0.45768663431934115,0.0,0.6065556260622889,1.0,0.0,0.0,0.0,0,0
0.4564983888292158,0.9545454545454546,0.0,0.5527892478953179,0.0,0.053464855893737846,1.0,0.0,0.0,0.0,0,0
0.8646616541353382,0.47727272727272724,1.0,0.4569675951211548,0.0,0.5058319069471134,0.0,0.0,1.0,1.0,1,1
0.5617615467239527,0.6363636363636362,0.4,0.0,0.6666666666666667,0.4662437262758593,1.0,0.0,0.0,0.0,1,0
0.342642320085929,0.06818181818181818,1.0,0.6775771353169603,0.3333333333333333,0.046260367865131116,1.0,0.0,0.0,0.0,1,0
0.7593984962406015,0.3863636363636364,0.5,0.6765204107127066,0.3333333333333333,0.9071780855071658,1.0,0.0,0.0,1.0,1,0
0.42212674543501616,0.8181818181818181,0.4,0.37459928697621636,0.0,0.027737098892944272,1.0,0.0,0.0,1.0,0,0
0.619763694951665,1.0,0.0,0.0,0.0,0.4286496860450173,1.0,0.0,0.0,1.0,1,1
0.6068743286788398,0.45454545454545453,0.6000000000000001,0.6058707090252529,0.0,0.369793265256832,1.0,0.0,0.0,0.0,1,1
0.7228786251342643,0.5,0.7000000000000001,0.0,0.3333333333333333,0.6129030322395789,1.0,0.0,0.0,0.0,1,1
0.35123523093447906,0.3409090909090909,0.6000000000000001,0.0,0.0,0.15859899620413748,0.0,0.0,1.0,1.0,1,1
0.25026852846401715,0.24999999999999994,0.8,0.0,0.3333333333333333,0.5633170967827428,1.0,0.0,0.0,0.0,1,0
0.22663802363050478,0.47727272727272724,0.1,0.0,0.6666666666666667,0.8553238334260922,1.0,0.0,0.0,1.0,1,0
0.6906552094522018,0.5909090909090908,0.2,0.7799575615438993,0.3333333333333333,0.32704038235651506,0.0,1.0,0.0,0.0,1,0
0.7142857142857142,0.4090909090909091,0.2,0.43202686415348185,0.3333333333333333,0.24589343282283455,0.0,0.0,1.0,1.0,0,1
0.45220193340494097,0.11363636363636359,0.7000000000000001,0.0,0.3333333333333333,0.8404522131863592,0.0,0.0,1.0,1.0,1,1
0.7422126745435016,1.0,0.2,0.0,0.3333333333333333,0.932480901926134,0.0,0.0,1.0,1.0,1,1
0.5853920515574651,0.47727272727272724,0.4,0.3368204699943235,0.0,0.4859523084454565,1.0,0.0,0.0,0.0,1,0
0.4607948442534908,0.15909090909090912,0.30000000000000004,0.0,0.3333333333333333,0.6039498772132739,0.0,0.0,1.0,1.0,1,1
0.5037593984962405,0.3409090909090909,0.2,0.7036168749745163,0.3333333333333333,0.32608564117873257,1.0,0.0,0.0,0.0,1,1
0.5467239527389902,0.29545454545454547,0.30000000000000004,0.4126055487123573,0.0,0.10482111041604472,1.0,0.0,0.0,0.0,0,0
0.2567132116004296,0.5454545454545454,0.30000000000000004,0.5660403168688836,0.3333333333333333,0.6759011985644628,1.0,0.0,0.0,1.0,0,0
0.664876476906552,0.45454545454545453,0.7000000000000001,0.5097891853081595,0.0,0.5674013868324425,0.0,0.0,1.0,1.0,1,0
0.1428571428571428,0.45454545454545453,0.9,0.2579097248195334,0.0,0.8377154018208739,0.0,1.0,0.0,0.0,1,1
0.6068743286788398,0.5,0.1,0.6145541738839057,0.0,0.09576569562393207,0.0,0.0,1.0,0.0,1,0
0.8109559613319011,0.022727272727272707,0.6000000000000001,0.0,0.3333333333333333,0.27746944833231574,0.0,0.0,1.0,0.0,1,0
0.5488721804511278,0.8409090909090908,1.0,0.5555505497015029,0.0,0.004835861824804268,1.0,0.0,0.0,1.0,1,0
0.368421052631579,0.6363636363636362,1.0,0.0,0.3333333333333333,0.5459154349240353,1.0,0.0,0.0,0.0,0,0
0.9806659505907627,1.0,0.9,0.45359552318921337,0.0,0.30412304375067817,1.0,0.0,0.0,1.0,0,1
0.18152524167561768,0.6818181818181817,0.5,0.0,0.0,0.8026673047276014,1.0,0.0,0.0,0.0,1,0
0.4178302900107411,0.5227272727272727,0.0,0.5946186118101129,0.0,0.04595413862023823,0.0,1.0,0.0,1.0,0,1
0.8367346938775511,0.5,0.9,0.3901943121528657,0.3333333333333333,0.9580784464916399,1.0,0.0,0.0,1.0,1,0
0.5531686358754027,0.18181818181818182,0.0,0.0,0.0,0.23732816483974217,1.0,0.0,0.0,1.0,0,0
0.3705692803437164,0.5454545454545454,0.6000000000000001,0.7459367007238129,0.0,0.7547357272619535,1.0,0.0,0.0,1.0,1,0
0.7013963480128893,0.6136363636363635,0.1,0.40893975339988375,0.3333333333333333,0.2530193633491999,0.0,1.0,0.0,0.0,1,0
0.5531686358754027,0.27272727272727276,0.8,0.33963420742256856,0.3333333333333333,0.8737165399295632,1.0,0.0,0.0,1.0,1,0
0.535982814178303,0.20454545454545453,0.30000000000000004,0.4489643671003638,0.0,0.8671533131414049,0.0,1.0,0.0,1.0,1,0
0.9484425349087002,0.24999999999999994,0.4,0.5450706823795671,0.0,0.9510355738973071,0.0,0.0,1.0,0.0,0,1
0.09774436090225558,0.3863636363636364,0.1,0.49874339080445307,0.0,0.014561540627129891,1.0,0.0,0.0,1.0,0,0
0.748657357679914,0.22727272727272724,0.5,0.0,0.3333333333333333,0.0637539885059023,1.0,0.0,0.0,0.0,0,0
0.5316863587540279,0.5454545454545454,0.4,0.529035994999068,0.0,0.5049828258598696,1.0,0.0,0.0,1.0,1,0
0.33190118152524173,0.45454545454545453,0.6000000000000001,0.0,0.0,0.764415451675635,0.0,0.0,1.0,1.0,1,1
0.49301825993555304,0.5227272727272727,0.7000000000000001,0.7547199610583707,0.0,0.07328084832101465,0.0,0.0,1.0,0.0,0,0
0.6906552094522018,0.04545454545454547,0.8,0.0,0.3333333333333333,0.061788550806602026,0.0,0.0,1.0,1.0,1,1
0.5488721804511278,0.27272727272727276,0.5,0.13506426258148704,0.0,0.7072396913905278,0.0,1.0,0.0,0.0,0,1
0.7013963480128893,0.5681818181818181,0.2,0.16378073587396927,0.3333333333333333,0.8771443172823004,0.0,1.0,0.0,1.0,1,1
0.6842105263157894,0.5227272727272727,0.6000000000000001,0.461188117366527,0.0,0.5813340173986615,1.0,0.0,0.0,0.0,1,0
0.593984962406015,0.659090909090909,0.0,0.45930928610536553,0.0,0.9416520777734273,0.0,1.0,0.0,0.0,0,0
0.59828141783029,0.5681818181818181,0.4,0.36756964163734046,0.3333333333333333,0.7470200904186348,1.0,0.0,0.0,1.0,1,0
0.39419978517722876,0.3409090909090909,0.7000000000000001,0.0,0.3333333333333333,0.7172636486784487,1.0,0.0,0.0,1.0,1,0
0.7357679914070892,0.47727272727272724,0.5,0.3381697434211752,0.3333333333333333,0.904840112230718,0.0,1.0,0.0,1.0,0,0
0.6283566058002148,0.3636363636363636,1.0,0.7201378293397525,0.0,0.2538551931709478,0.0,0.0,1.0,0.0,1,1
0.3705692803437164,0.4090909090909091,0.30000000000000004,0.0,0.0,0.7204009982953371,1.0,0.0,0.0,1.0,0,1
0.5488721804511278,0.47727272727272724,0.30000000000000004,0.0,0.0,0.5299789629909656,0.0,0.0,1.0,1.0,1,1
0.3576799140708915,0.3863636363636364,0.7000000000000001,0.5441445853969897,0.3333333333333333,0.4346696109478455,1.0,0.0,0.0,1.0,0,0
0.4092373791621913,0.7727272727272727,0.8,0.5198477219197176,0.0,0.5567085656680213,0.0,0.0,1.0,1.0,0,0
0.47583243823845334,0.5,0.6000000000000001,0.5012924332125385,0.3333333333333333,0.23383913163707132,1.0,0.0,0.0,1.0,1,0
0.7013963480128893,0.7954545454545454,0.5,0.5193435009779872,0.0,0.512133558754861,0.0,1.0,0.0,0.0,1,0
1.0,0.22727272727272724,0.8,0.28373779235795693,0.3333333333333333,0.9712613054546709,1.0,0.0,0.0,1.0,1,1
0.5338345864661653,0.29545454545454547,0.1,0.0,0.0,0.24299885639078528,1.0,0.0,0.0,1.0,1,0
0.5617615467239527,0.24999999999999994,0.4,0.44447554226403424,0.0,0.07730403253510709,0.0,1.0,0.0,0.0,1,0
0.518796992481203,0.45454545454545453,0.7000000000000001,0.5917867106823863,0.0,0.26394510675769534,1.0,0.0,0.0,1.0,1,0
0.7121374865735768,0.5,0.30000000000000004,0.0,0.3333333333333333,0.8382028983767948,1.0,0.0,0.0,0.0,0,1
0.8474758324382383,0.4318181818181818,0.2,0.5385752092097423,0.0,0.03289104109442451,0.0,1.0,0.0,0.0,1,1
0.5381310418904404,0.3181818181818182,0.8,0.0,0.3333333333333333,0.09679124356376033,0.0,0.0,1.0,0.0,1,1
0.8388829215896885,0.20454545454545453,0.4,0.0,0.0,0.20399788179771167,0.0,0.0,1.0,1.0,1,1
0.6305048335123522,0.18181818181818182,0.5,0.4661654324579688,0.0,0.3046775467057104,1.0,0.0,0.0,1.0,1,0
0.9763694951664876,0.75,0.30000000000000004,0.0,0.0,0.3454812434587503,1.0,0.0,0.0,0.0,1,1
0.660580021482277,0.29545454545454547,0.2,0.0,0.3333333333333333,0.4591317970866217,1.0,0.0,0.0,0.0,1,0
0.2459720730397421,0.06818181818181818,0.30000000000000004,0.7404374624246332,0.0,0.7696166983946966,1.0,0.0,0.0,0.0,1,1
0.3125671321160042,0.3636363636363636,0.8,0.0,0.3333333333333333,0.7093724450685039,1.0,0.0,0.0,0.0,0,1
0.35123523093447906,0.3409090909090909,0.1,0.3360403118350639,0.3333333333333333,0.41120972052831045,1.0,0.0,0.0,0.0,0,1
0.3276047261009667,0.5227272727272727,0.30000000000000004,0.5801743178209466,0.0,0.5338004279408683,0.0,1.0,0.0,0.0,1,0
0.6305048335123522,0.6818181818181817,0.2,0.4240988917374715,0.3333333333333333,0.9674146881027138,0.0,1.0,0.0,1.0,0,1
0.31901181525241684,0.5681818181818181,0.4,0.3374423564719568,0.3333333333333333,0.06263518165984851,0.0,1.0,0.0,1.0,0,1
0.7271750805585391,0.04545454545454547,0.4,0.0,0.3333333333333333,0.7019357848674548,1.0,0.0,0.0,0.0,1,1
0.342642320085929,0.45454545454545453,0.8,0.0,0.0,0.4910320935649354,1.0,0.0,0.0,1.0,1,1
0.9935553168635876,0.29545454545454547,0.5,0.0,0.3333333333333333,0.38161189393587086,0.0,0.0,1.0,1.0,1,1
0.4092373791621913,0.659090909090909,0.9,0.45269115552841765,0.3333333333333333,0.31723329577974696,0.0,1.0,0.0,1.0,1,1
0.40708915145005364,0.3636363636363636,0.5,0.0,0.3333333333333333,0.14130489461743595,0.0,0.0,1.0,1.0,0,0
0.4027926960257786,0.29545454545454547,0.5,0.41155163465744604,0.0,0.5999841484861804,0.0,0.0,1.0,1.0,0,1
0.7164339419978518,0.29545454545454547,0.1,0.640401579679745,0.0,0.08559347417678387,1.0,0.0,0.0,0.0,0,1
0.5424274973147154,0.3863636363636364,0.8,0.6171790591757389,0.3333333333333333,0.4237860715698349,0.0,1.0,0.0,1.0,1,1
0.686358754027927,0.1363636363636363,0.2,0.0,0.0,0.17796034521296783,0.0,0.0,1.0,0.0,1,0
0.5596133190118153,0.3409090909090909,0.8,0.6274010690826316,0.0,0.7495828851655333,0.0,1.0,0.0,1.0,0,0
0.4564983888292158,0.3863636363636364,0.8,0.5499491668105501,0.0,0.9642975404151096,0.0,1.0,0.0,0.0,1,1
0.4586466165413534,0.3863636363636364,0.8,0.479104698248516,0.0,0.37159183702043547,1.0,0.0,0.0,1.0,1,1
0.6842105263157894,0.29545454545454547,0.6000000000000001,0.0,0.3333333333333333,0.3383103586392501,0.0,0.0,1.0,1.0,1,1
0.7293233082706767,0.3636363636363636,0.2,0.6480444701057387,0.3333333333333333,0.3927828107584274,1.0,0.0,0.0,1.0,0,0
0.49087003222341563,0.4318181818181818,0.30000000000000004,0.7200592598036576,0.0,0.02671025082895416,0.0,0.0,1.0,1.0,0,1
0.6691729323308271,0.27272727272727276,0.8,0.0,0.3333333333333333,0.9807079576099517,1.0,0.0,0.0,0.0,1,1
0.920515574650913,0.20454545454545453,0.1,0.5758495116104212,0.0,0.5786631623320027,0.0,0.0,1.0,1.0,0,1
0.7078410311493017,0.18181818181818182,0.9,0.37723860255124053,0.0,0.23098070865767678,1.0,0.0,0.0,0.0,1,0
0.8796992481203008,0.4318181818181818,0.9,0.0,0.3333333333333333,0.34001882179748166,0.0,0.0,1.0,0.0,1,0
0.6498388829215898,0.4090909090909091,0.5,0.0,0.0,0.0884316452221187,0.0,0.0,1.0,0.0,1,0
0.4586466165413534,1.0,0.1,0.0,0.3333333333333333,0.9782120192478381,1.0,0.0,0.0,1.0,1,0
0.8345864661654134,0.5227272727272727,0.4,0.0,0.3333333333333333,0.12457859725603793,1.0,0.0,0.0,1.0,1,1
0.3447905477980666,0.4318181818181818,0.8,0.48137612549916614,0.0,0.6802592647597845,0.0,1.0,0.0,0.0,1,0
0.5316863587540279,0.47727272727272724,0.5,0.41048438098028267,0.3333333333333333,0.4676686623572551,0.0,0.0,1.0,0.0,1,0
0.9484425349087002,0.8636363636363635,0.8,0.7320268725431813,0.3333333333333333,0.8090334626956874,0.0,0.0,1.0,0.0,0,1
0.32330827067669166,0.7272727272727273,0.1,0.5885062962178059,0.6666666666666667,0.3476313987985853,0.0,0.0,1.0,0.0,0,0
0.4027926960257786,0.3863636363636364,0.4,0.6392542463205715,0.0,0.640621579360829,0.0,0.0,1.0,1.0,1,0
0.6906552094522018,0.27272727272727276,0.6000000000000001,0.3675094455432154,0.3333333333333333,0.688380590346378,0.0,0.0,1.0,1.0,0,0
0.664876476906552,0.27272727272727276,1.0,0.6069277692174877,0.0,0.1589847330420055,1.0,0.0,0.0,1.0,1,1
0.4092373791621913,0.27272727272727276,0.2,0.0,0.3333333333333333,0.41109565963549516,0.0,0.0,1.0,1.0,1,1
0.518796992481203,0.5909090909090908,1.0,0.3421064840799578,0.0,0.10026982576836087,1.0,0.0,0.0,0.0,1,0
0.5596133190118153,0.4318181818181818,0.1,0.0,0.3333333333333333,0.34491278917136586,1.0,0.0,0.0,0.0,1,1
0.8023630504833512,0.3181818181818182,0.2,0.35395680882005753,0.0,0.3769602497038467,1.0,0.0,0.0,0.0,1,1
0.3748657357679914,1.0,0.6000000000000001,0.49816617947681496,0.0,0.10179022096610225,1.0,0.0,0.0,1.0,1,1
0.6691729323308271,0.29545454545454547,0.30000000000000004,0.6317633353015568,0.0,0.027777752775390047,0.0,1.0,0.0,1.0,0,0
0.20515574650913004,0.5909090909090908,1.0,0.5436884793820618,0.0,0.02730820793385768,0.0,1.0,0.0,1.0,1,0
0.39205155746509135,0.4090909090909091,0.1,0.0,0.3333333333333333,0.04272483022128613,1.0,0.0,0.0,1.0,0,0
0.7207303974221266,0.24999999999999994,0.7000000000000001,0.4456227497777149,0.0,0.34949512678460787,0.0,1.0,0.0,0.0,1,1
0.30827067669172936,1.0,0.7000000000000001,0.5587588966471237,0.0,0.8425609645721165,0.0,1.0,0.0,0.0,0,0
0.6498388829215898,0.20454545454545453,0.9,0.6389967664420073,0.3333333333333333,0.6324766015154447,0.0,1.0,0.0,0.0,0,0
0.3147153598281418,0.4318181818181818,0.1,0.0,0.0,0.02297914450830054,1.0,0.0,0.0,0.0,1,0
0.35123523093447906,0.3863636363636364,1.0,0.0,0.0,0.15645559150898908,1.0,0.0,0.0,0.0,1,1
0.7593984962406015,0.18181818181818182,0.9,0.0,0.3333333333333333,0.24319002464735381,1.0,0.0,0.0,1.0,1,1
0.49516648764769067,0.27272727272727276,0.8,0.0,0.3333333333333333,0.01585936456931637,1.0,0.0,0.0,1.0,0,0
0.37916219119226646,0.22727272727272724,0.6000000000000001,0.5188693571090706,0.0,0.35272058481584995,0.0,0.0,1.0,1.0,1,1
0.5746509129967776,0.6136363636363635,0.2,0.6351901919714267,0.0,0.5766643214426977,0.0,1.0,0.0,1.0,0,1
1.0,0.8863636363636362,0.8,0.5318075322386789,0.3333333333333333,0.6614977230325495,0.0,0.0,1.0,0.0,1,1
0.7185821697099892,0.5,0.4,0.5385730698363622,0.0,0.8804827361012976,0.0,0.0,1.0,1.0,1,1
0.19656283566057997,0.5,0.6000000000000001,0.0,0.0,0.11363020168426084,1.0,0.0,0.0,1.0,1,1
0.6111707841031149,0.659090909090909,0.0,0.2673116835459031,0.3333333333333333,0.9096702235063447,0.0,1.0,0.0,1.0,1,1
0.4414607948442535,0.3636363636363636,0.0,0.2760729209191956,0.3333333333333333,0.8017501671409618,0.0,0.0,1.0,1.0,0,1
0.24812030075187974,0.3636363636363636,0.6000000000000001,0.0,0.0,0.7013513290519244,1.0,0.0,0.0,0.0,1,1
0.5037593984962405,0.3863636363636364,0.4,0.3792694551678787,0.0,0.10272796052022967,1.0,0.0,0.0,0.0,1,1
0.2416756176154673,0.24999999999999994,0.4,0.35927550078535975,0.0,0.31613739112085204,1.0,0.0,0.0,0.0,0,0
0.7099892588614394,0.3181818181818182,1.0,0.0,0.3333333333333333,0.30450863057421984,1.0,0.0,0.0,0.0,1,0
0.0,0.7727272727272727,0.8,0.6021386350864952,0.6666666666666667,0.7098054364191779,0.0,0.0,1.0,0.0,1,0
0.5037593984962405,0.5909090909090908,0.30000000000000004,0.49066184493855297,0.0,0.025320368095153083,1.0,0.0,0.0,1.0,1,0
1.0,0.8636363636363635,0.1,0.7120498653537122,0.0,0.7792685201436736,0.0,1.0,0.0,1.0,0,0
0.3018259935553169,0.4318181818181818,0.0,0.0,0.0,0.6576135020894495,0.0,0.0,1.0,0.0,0,1
0.5424274973147154,0.20454545454545453,0.9,0.5408849354387453,0.0,0.23389903735806766,1.0,0.0,0.0,1.0,1,0
0.6433941997851771,0.1363636363636363,0.9,0.3325001522730464,0.0,0.98290836774912,0.0,0.0,1.0,0.0,0,1
0.5488721804511278,0.29545454545454547,1.0,0.49756514140251273,0.0,0.8423707964110572,0.0,1.0,0.0,0.0,1,0
0.7679914070891514,0.22727272727272724,0.2,0.8048427946491838,0.0,0.5422838381065391,1.0,0.0,0.0,0.0,1,0
0.5660580021482278,0.8181818181818181,0.7000000000000001,0.49600331493807814,0.0,0.8629589625809265,0.0,0.0,1.0,0.0,1,0
0.5574650912996777,0.6363636363636362,0.6000000000000001,0.05226443024124246,0.0,0.7839536675752534,0.0,0.0,1.0,0.0,0,0
0.8431793770139635,0.4318181818181818,1.0,0.5098091947415376,0.3333333333333333,0.36730157730063223,0.0,1.0,0.0,0.0,1,1
0.09129967776584313,0.3409090909090909,0.8,0.0,0.0,0.06924346275069268,1.0,0.0,0.0,1.0,1,1
0.5725026852846402,0.3863636363636364,0.8,0.46171750740684625,0.0,0.6383978169915226,0.0,1.0,0.0,1.0,1,0
0.8152524167561761,0.6818181818181817,0.1,0.3187707026323018,0.0,0.79163675130975,0.0,0.0,1.0,0.0,1,0
0.4113856068743287,0.24999999999999994,0.7000000000000001,0.5477435987012074,0.0,0.868173910608463,0.0,1.0,0.0,1.0,0,1
0.4865735767991406,0.5,0.1,0.0,0.3333333333333333,0.5127288656066654,1.0,0.0,0.0,1.0,1,1
0.6992481203007519,0.4318181818181818,0.5,0.0,0.3333333333333333,0.5770137548135846,1.0,0.0,0.0,0.0,1,0
0.6777658431793769,0.47727272727272724,0.5,0.6063690152288147,0.3333333333333333,0.9483548178851079,0.0,1.0,0.0,0.0,1,1
0.7314715359828141,0.3863636363636364,0.7000000000000001,0.3184551660329927,0.0,0.7525511186318292,1.0,0.0,0.0,1.0,1,0
0.41997851772287853,0.9772727272727273,0.8,0.5282212293292485,0.0,0.4733764574516866,0.0,0.0,1.0,1.0,1,1
0.744360902255639,0.7045454545454546,0.4,0.3726120188486346,0.0,0.16875526612791522,0.0,1.0,0.0,0.0,1,1
0.6412459720730397,1.0,0.30000000000000004,0.5914623229500734,0.0,0.2643493953672576,1.0,0.0,0.0,1.0,0,1
0.42212674543501616,0.1363636363636363,1.0,0.6678356454506267,0.0,0.5125802014092345,0.0,0.0,1.0,0.0,1,1
